,V,A,D,text
1275,0.5,0.5,0.5,"Ants engaged in all three behaviors must be able to identify other nestmates and their current tasks (as well as indicate to other ants their own nestmate status and current task), walk, navigate both within and outside of the nest, and of course switch tasks at appropriate times."
1276,0.6,0.5,0.5,"“I had never had a pet. Having Aries just makes life so much easier. For one thing, people are nicer to you. People love dogs. They can relate to him and feel they have something to talk to you about.”"
1277,0.5,0.5,0.55,"Actually a five-story pavilion on a hilltop, it contains a fine collection of historical exhibits."
1278,0.55,0.5,0.5,"Once again, please accept my warmest gratitude for your past support And please, take a moment today to renew your critically important WWF annual membership."
1279,0.44999999999999996,0.5,0.55,"""She wanted to be famous."
1280,0.5,0.4,0.5,"I merely said, ""Is Tasha here?"""
1281,0.5,0.5,0.5,Factory Outlets.
1282,0.4,0.4,0.65,"This remains true even with one of his last compositions, the Concerto for Orchestra, written two years before his death in 1943."
1283,0.5,0.44999999999999996,0.6,"Step behind the cart and enter through the door there, using your left hand to open the door and your right – ”"
1284,0.4175,0.4175,0.5,"Critics fail to credit Moore with not making the same mistake that some gun control advocates make -- concluding that gun ownership ""leads"" to violence."
1285,0.5,0.55,0.5,", probably the most comprehensive among many rebuttals of the Oscar-winning documentary."
1286,0.55,0.44999999999999996,0.44999999999999996,"At the same time, stricter governmental standards for environmental protection and the growth of imported steel were making it harder to produce and market American steel parts, and the overeager shareholders in the companies’ stock were pushing for more and more of their share of the pie."
1287,0.55,0.5,0.55,"April 29, 2009 4:00 AM Eric the Red: Carbon credits: indulgences for the non-Catholic crowd."
1288,0.5,0.4,0.55,The Ethics Committee was unconvinced.
1289,0.3325,0.75,0.4175,"The blade lodged in the wood, its silver point penetrating the velvet and nearly reaching my skin."
1290,0.44999999999999996,0.55,0.44999999999999996,What were we doing?
1291,0.35,0.4,0.5,“It must have been wishful thinking.”
1292,0.25,0.5625,0.5,Bombers kill shoppers
1293,0.65,0.5,0.44999999999999996,“I am glad to be out of the favor-trading scene for half a minute.
1294,0.6,0.6,0.6,The business and financial center and the signature soaring architecture are on Hong Kong Island.
1295,0.55,0.44999999999999996,0.44999999999999996,JohnLopresti said... Thought I would post a link with a cute title related to the post.
1296,0.4175,0.6675,0.5,Blair: Terror battle will be long
1297,0.44999999999999996,0.55,0.6,Oxfam: action needed for Chad
1298,0.25,0.5,0.5825,"Americans cheer the killing of children, yet wonder why their own children grow up to be more violent than those in other nations."
1299,0.5,0.55,0.5,"He thought about it, then handed me the pouch."
1300,0.5,0.5,0.5,The Internet occasionally reminds me of how different life is because of it.
1301,0.44999999999999996,0.5,0.44999999999999996,The complications in her character serve to undercut the ostensible didactic intent of these stories.
1302,0.5,0.4,0.5,"Harvester ants display a preference to wander in familiar territory, though foragers and patrollers do sometimes wander into other nests’ territories (Gordon, 57-60)."
1303,0.5,0.5625,0.625,"Let's go,"" I said."
1304,0.4,0.44999999999999996,0.44999999999999996,"Really, don’t worry about me.”"
1305,0.25,0.5,0.4,"The sad truth is animal cruelty, abuse and neglect continues at an alarming rate across the nation and even in your own community."
1306,0.4,0.6,0.55,"Why do you disregard my warnings, my careful advice given in the best of friendship and designed only to save you from sinking into this very type of corruption, this literary debauchery?"""
1307,0.5,0.44999999999999996,0.5,"Photos and documents tell the life story of the physician-revolutionary-statesman, who lived for a time in Macau, but never in this building."
1308,0.6,0.75,0.55,Roy!
1309,0.4175,0.5,0.4175,"In 1954, after the king was deposed, his coins were sold at auction and the double eagle vanished."
1310,0.4175,0.5,0.4175,"“We, and thousands like us, have been living separately as long as there has been a human society,”"
1311,0.5,0.5,0.5,"The ruling, which does not affect Nelson's guilty plea, sends the case back to the trial court for resentencing."
1312,0.5,0.55,0.5,Top General Optimistic on Iraq
1313,0.5,0.44999999999999996,0.5,Easter Island?
1314,0.5,0.55,0.6,Tibbets had just been ordered to organize a combat force to drop a bomb being developed by a secret enterprise known as the Manhattan Project.
1315,0.5,0.5,0.5,I have enclosed a packet of information about MCCOY and its work as well as an application with various options for supporting the youth of our community.
1316,0.5,0.625,0.5,"Me, I was singled out by Sarah, an unassuming forty-something lady with a glass of champagne in one hand and the arm of a scrawny but tall blond man in the other."
1317,0.5,0.55,0.55,"In return, Gailhaguet told the FBI on Feb. 23 as the Olympics were taking place, Tokhtakhounov asked for Gailhaguet's help in renewing his French visa, which was about to expire."
1318,0.5,0.5,0.55,"Moore's detractors have sometimes extended those 7-10 days to several weeks, contradicting the bank's own estimate."
1319,0.6,0.55,0.6,"""mmm-mm,"""
1320,0.5,0.5,0.44999999999999996,"Worse, Adrienne had made this clear to me with a single question."
1321,0.5,0.55,0.5,The crème de la crème of Las Vegas deluxe is Steve Wynn’s Bellagio.
1322,0.55,0.5,0.55,"Here, where East and West first met, life combines the spirit of Asia with something of the sunny atmosphere of the Mediterranean."
1323,0.44999999999999996,0.6,0.44999999999999996,"Please, walk this way.”"
1324,0.5,0.5,0.5,"In the U.S. over-the-counter market, American depositary shares for Reuters, each representing three shares in the London market, closed unchanged at $43.875."
1325,0.5,0.4375,0.625,"All in all, it is an accurate portrayal of America's gun and violence culture."
1326,0.4,0.44999999999999996,0.4,But knowing this did not mean I wanted it.
1327,0.6,0.55,0.55,"Hong Kong’s gamblers are so eager to play the horses that, despite the opening of a bigger and better racetrack at Sha Tin, the Happy Valley Racecourse is thriving."
1328,0.5,0.44999999999999996,0.44999999999999996,“I also believe everyone has at least one homosexual attraction. It’s not black and white [homosexual vs. heterosexual]; it’s a spectrum”
1329,0.5,0.55,0.5,Dear Friends of Pleasant Run:
1330,0.625,0.625,0.5,Entertainment
1331,0.44999999999999996,0.6,0.65,"We try to be even-handed in opposing all terrorism, although we recognize that the greatest terrorist threat in the world today comes from radical Muslims who falsely believe that Allah approves of their criminal behavior against Israel, The United States, Russia, India, the Philippines, Australia, and others whom they falsely believe to be ""waging war against Allah."
1332,0.44999999999999996,0.44999999999999996,0.44999999999999996,"Did the tools of production really get sold, to the shareholders benefit, leaving the worker without means to defend himself?"
1333,0.55,0.55,0.55,"Because you are an organization that cares, you are invited once again to be an integral part of this fabulous event as a corporate sponsor for JCC Auction '99."
1334,0.44999999999999996,0.4,0.55,"Alice, sent to a group home to get help because of severe behavior disorders;"
1335,0.5,0.5,0.5,"Your Georgia O'Keeffe membership, please note, includes free admission to all art-related activities of the IMA's Young Friends of Art group."
1336,0.6,0.6,0.55,"Regional chapters from Maine to Washington, D.C., play a key role in introducing you to the activities and opportunities of AMC membership."
1337,0.30000000000000004,0.44999999999999996,0.6,"Storms kill, knock out power, cancel flights"
1338,0.5,0.4,0.5,Why in a world filled with color do we feel the need to purge it from our space?
1339,0.5,0.4,0.5,"For example, Struthers is a poor town with a large Slovak population, where education is generally better than in surrounding towns, but unemployment is much higher and pollution is widespread."
1340,0.44999999999999996,0.44999999999999996,0.55,"Sincerely,"
1341,0.7,0.5,0.55,"Man, was it good to be done with that stage."
1342,0.5425,0.4175,0.5425,"""So at its heart, then, your writing – as opposed to working otherwise – is for yourself?"""
1343,0.5,0.5,0.55,"However, you are not likely to find bargains, and you should be aware that unless you are an expert, you can end up with a fake."
1344,0.375,0.4375,0.5,"The workers stayed there until the next day, when US Steel declared that they were ready to talk about selling the mill."
1345,0.44999999999999996,0.5,0.4,"Through the dark, I could see three bolts left in the wall from where they’d taken down the crucifix."
1346,0.44999999999999996,0.55,0.55,"Better yet, most of these services occur in cooperation with private and public agencies from all over the city - CICOA The Access Network, Goodwill Industries, Indianapolis Housing Agency, City of Indianapolis, Indianapolis Private Industry Council, Family and Social Services administration, OTC, Indy Parks, and numerous community development corporations, neighborhood organizations, and churches, to name just a few."
1347,0.5,0.5,0.5,Apple warns iTunes users to wait on Vista
1348,0.44999999999999996,0.6,0.5,“How do you know my name?”
1349,0.5,0.5,0.5,"Intending to ease consumer access to mental health care, New Mexico legislators in March passed a law allowing psychologists to prescribe psychotropic medications, such as antidepressants."
1350,0.4,0.55,0.55,"“That's murder,” objected Sarah."
1351,0.5,0.5,0.55,I rode a bike to Goodwill in the rain and snow.
1352,0.5425,0.4175,0.5,The Development
1353,0.5,0.5,0.5,"You get the low rate of 25 cents a minute anytime, anywhere in the U.S. on all your AT&T Universal Card calls when you make the call yourself by dialing 1 800 CALL ATT."
1354,0.5,0.44999999999999996,0.44999999999999996,“You ever heard of Dunbar?
1355,0.25,0.44999999999999996,0.6,"Microsoft, Sony, we have a problem"
1356,0.5,0.5,0.5,·AutoPay EFT Payments Skip writing checks and have your payment made electronically from your bank account each month.
1357,0.44999999999999996,0.55,0.55,Gratitude of a Free nation?
1358,0.4,0.5,0.55,"""This matter was far more serious than what the committee found,"""
1359,0.4575,0.4175,0.5,The same goes for the interview which follows.
1360,0.5,0.5,0.4175,asked Kishori sympathetically.
1361,0.5,0.5,0.5,A big picture of our entire Anti-Terrorism strategy can be found at our website
1362,0.44999999999999996,0.6,0.5,"Still in my initial shock, I suddenly noticed qualities of the people that my mind hadn’t registered when we parked."
1363,0.44999999999999996,0.55,0.5,Fight starts over HPV vaccine
1364,0.44999999999999996,0.6,0.4,"So we sped up, and went straight to the houses."
1365,0.5,0.5,0.5,"""Is Tasha here?"""
1366,0.5,0.5,0.55,"It is perhaps one of his most famous quotes, shown on national TV even here in Germany."
1367,0.5,0.44999999999999996,0.5,"This has been invaluable, enriching."
1368,0.65,0.6,0.65,George is doing what he's supposed to be doing because God is blessing him and he's sure blessing me.
1369,0.5,0.5,0.5,The 1999 Invest in Youth Campaign is in full swing.
1370,0.5,0.5,0.55,"""wherever."""
1371,0.5,0.5,0.6,Tell your boss: Naps are good for you
1372,0.5,0.4375,0.5,The story is simple.
1373,0.625,0.5,0.5,"If you want to learn something about tea, go to the Tea Shop at 149 Hollywood Road, or the Moon Garden Tea House at 5 Hoi Ping Road, Causeway Bay."
1374,0.8500000000000001,0.8500000000000001,0.75,“That’s amazing!”
1375,0.55,0.55,0.55,"As you can see from the enclosed map, your Target store is located in the heart of four of our service areas."
1376,0.6,0.5,0.5,"Next stop: sunny Tennessee, where I get down on The Farm."
1377,0.5,0.55,0.55,David points out a patch of sand with a thin strip of fertile loam along the edge.
